id,org:resource,concept:name,time:timestamp,org:role,case:Rfp_id,case:Permit travel permit number,case:Task,case:OrganizationalEntity,case:RequestedAmount,case:Activity,case:Permit TaskNumber,case:Permit BudgetNumber,case:Permit ProjectNumber,case:Project,case:concept:name,case:Permit OrganizationalEntity,case:Permit RequestedBudget,case:Cost Type,case:Permit id,case:Permit ActivityNumber,case:RfpNumber
st_step 52079_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29 09:30:23+00:00,SUPERVISOR,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
st_step 52086_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-14 11:40:26+00:00,EMPLOYEE,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
st_step 52085_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-06-14 11:40:47+00:00,ADMINISTRATION,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
st_step 52083_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 08:52:32+00:00,BUDGET OWNER,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
st_step 52084_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 14:50:06+00:00,SUPERVISOR,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
rp_request for payment 52075_15,SYSTEM,Request Payment,2018-06-22 14:17:58+00:00,UNDEFINED,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
rp_request for payment 52075_16,SYSTEM,Payment Handled,2018-06-25 17:31:30+00:00,UNDEFINED,request for payment 52075,travel permit number 52074,task 15507,organizational unit 65454,593.0971930214457,activity 505,task 427,budget 499,project 15491,project 503,request for payment 52075,organizational unit 65460,1571.3946731869487,0,travel permit 52073,UNKNOWN,request for payment number 52076
st_step 38434_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-23 15:14:16+00:00,EMPLOYEE,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38436_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-23 15:14:22+00:00,ADMINISTRATION,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38433_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-24 09:44:21+00:00,BUDGET OWNER,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38435_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29 10:59:34+00:00,SUPERVISOR,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38438_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-06 11:32:16+00:00,EMPLOYEE,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38439_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-06-06 11:32:44+00:00,ADMINISTRATION,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38437_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-06-06 14:27:07+00:00,BUDGET OWNER,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38440_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-07 08:46:34+00:00,SUPERVISOR,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
rp_request for payment 38427_15,SYSTEM,Request Payment,2018-06-07 08:48:01+00:00,UNDEFINED,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
rp_request for payment 38427_16,SYSTEM,Payment Handled,2018-06-11 17:31:19+00:00,UNDEFINED,request for payment 38427,travel permit number 38426,task 7757,organizational unit 65465,317.38848001405296,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38427,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38428
st_step 38434_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-23 15:14:16+00:00,EMPLOYEE,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38436_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-23 15:14:22+00:00,ADMINISTRATION,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38433_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-24 09:44:21+00:00,BUDGET OWNER,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38435_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29 10:59:34+00:00,SUPERVISOR,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38442_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-04 11:30:41+00:00,EMPLOYEE,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38444_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-06-04 11:36:44+00:00,ADMINISTRATION,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38443_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-06-06 14:45:18+00:00,BUDGET OWNER,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 38441_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-07 08:46:18+00:00,SUPERVISOR,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
rp_request for payment 38429_15,SYSTEM,Request Payment,2018-06-07 08:48:08+00:00,UNDEFINED,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
rp_request for payment 38429_16,SYSTEM,Payment Handled,2018-06-11 17:31:19+00:00,UNDEFINED,request for payment 38429,travel permit number 38426,task 7757,organizational unit 65465,486.04558710672234,activity 505,task 427,budget 7753,project 7754,project 503,request for payment 38429,organizational unit 65464,1293.749454407059,0,travel permit 38425,UNKNOWN,request for payment number 38430
st_step 40302_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-24 17:55:21+00:00,EMPLOYEE,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40303_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-24 17:55:33+00:00,ADMINISTRATION,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40304_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-30 10:00:16+00:00,BUDGET OWNER,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40301_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-31 09:03:16+00:00,SUPERVISOR,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40305_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-07-31 23:32:59+00:00,EMPLOYEE,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40306_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-07-31 23:51:31+00:00,ADMINISTRATION,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40308_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-08-09 10:49:17+00:00,BUDGET OWNER,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 40307_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-14 09:55:43+00:00,SUPERVISOR,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
rp_request for payment 40297_15,SYSTEM,Request Payment,2018-08-20 12:46:51+00:00,UNDEFINED,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
rp_request for payment 40297_16,SYSTEM,Payment Handled,2018-08-23 17:31:15+00:00,UNDEFINED,request for payment 40297,travel permit number 40296,task 37106,organizational unit 65462,952.760068346231,activity 505,task 427,budget 488,project 27082,project 503,request for payment 40297,organizational unit 65459,2005.8106702025916,0,travel permit 40295,UNKNOWN,request for payment number 40298
st_step 37573_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-25 09:37:04+00:00,EMPLOYEE,request for payment 37565,travel permit number 37564,task 19315,organizational unit 65456,202.67768822220506,activity 505,task 427,budget 4444,project 19312,project 503,request for payment 37565,organizational unit 65457,1039.3727601138721,0,travel permit 37563,UNKNOWN,request for payment number 37566
